id,county,locality,agency,km
11059,Sibiu,Brateiu,Medias,0
11060,Sibiu,Brosteni,Sibiu,60
11061,Sibiu,Bruiu,Fagaras,37
11062,Sibiu,Buia,Medias,48
11063,Sibiu,Bungard,Sibiu,0
11064,Sibiu,Buzd,Medias,25
11065,Sibiu,Carta,Fagaras,34
11066,Sibiu,Cartisoara,Fagaras,37
11067,Sibiu,Casolt,Sibiu,0
11068,Sibiu,Chesler,Medias,45
11069,Sibiu,Chirpar,Medias,80
11070,Sibiu,Cisnadie,Talmaciu,0
11071,Sibiu,Cisnadioara,Talmaciu,0
11072,Sibiu,Colonia Talmaciu,Talmaciu,0
11073,Sibiu,Colonia Tarnava,Medias,0
11074,Sibiu,Colun,Talmaciu,35
11075,Sibiu,Copsa Mare,Medias,40
11076,Sibiu,Copsa Mica,Medias,0
11077,Sibiu,Cornatel,Sibiu,40
11078,Sibiu,Coves,Medias,85
11079,Sibiu,Crint,Sibiu,35
11080,Sibiu,Cristian,Sibiu,0
11081,Sibiu,Curciu,Medias,20
11082,Sibiu,Daia,Sibiu,0
11083,Sibiu,Darlos,Medias,0
11084,Sibiu,DEALU FRUMOS,Medias,85
11085,Sibiu,Dobarca,Sibiu,55
11086,Sibiu,Dumbraveni,Medias,20
11087,Sibiu,Dupus,Medias,30
11088,Sibiu,Ernea,Medias,30
11089,Sibiu,Fantanele,Sibiu,30
11090,Sibiu,Floresti,Medias,60
11091,Sibiu,Fofeldea,Sibiu,30
11092,Sibiu,Gales,Sibiu,35
11093,Sibiu,Gherdeal,Fagaras,37
11094,Sibiu,Ghijasa de Jos,Medias,85
11095,Sibiu,Ghijasa de Sus,Medias,95
11096,Sibiu,GIACAS,Medias,25
11097,Sibiu,Glamboaca,Talmaciu,30
11098,Sibiu,Gura Raului,Sibiu,35
11099,Sibiu,Gusu,Sibiu,70
11100,Sibiu,Hamba,Sibiu,24
11101,Sibiu,Hasag,Sibiu,45
11102,Sibiu,Hoghilag,Medias,30
11103,Sibiu,Hosman,Sibiu,60
11104,Sibiu,Iacobeni,Medias,65
11105,Sibiu,Ighisu Nou,Medias,0
11106,Sibiu,Ighisu Vechi,Medias,60
11107,Sibiu,Ilimbav,Sibiu,65
11108,Sibiu,Jina,Sibiu,50
11109,Sibiu,Laslea,Medias,35
11110,Sibiu,Lazaret,Talmaciu,0
11111,Sibiu,Loamnes,Sibiu,35
11112,Sibiu,Lotrioara,Talmaciu,30
11113,Sibiu,Ludos,Sibiu,60
11114,Sibiu,Mag,Sibiu,35
11115,Sibiu,Malancrav,Medias,80
11116,Sibiu,Mandra,Sibiu,33
11117,Sibiu,Marpod,Sibiu,65
11118,Sibiu,Marsa,Talmaciu,0
11119,Sibiu,Medias,Medias,0
11120,Sibiu,MERGHINDEAL,Medias,65
11121,Sibiu,Metis,Medias,50
11122,Sibiu,Micasasa,Medias,45
11123,Sibiu,Miercurea Sibiului,Sibiu,39
11124,Sibiu,Mighindoala,Medias,45
11125,Sibiu,Mihaileni,Medias,60
11126,Sibiu,Moardas,Medias,50
11127,Sibiu,Mohu,Talmaciu,0
11128,Sibiu,Mosna,Medias,20
11129,Sibiu,Motis,Medias,35
11130,Sibiu,Movile,Medias,80
11131,Sibiu,Nemsa,Medias,30
11132,Sibiu,Netus,Medias,65
11133,Sibiu,Nocrich,Medias,80
11134,Sibiu,Noistat,Medias,65
11135,Sibiu,Nou,Sibiu,0
11136,Sibiu,Nou Roman,Fagaras,35
11137,Sibiu,NOU SASESC,Medias,75
11138,Sibiu,Nucet,Sibiu,22
11139,Sibiu,Ocna Sibiului,Sibiu,30
11140,Sibiu,Orlat,Sibiu,25
11141,Sibiu,Padureni,Sibiu,23
11142,Sibiu,Paltin,Talmaciu,23
11143,Sibiu,Paltinis,Sibiu,35
11144,Sibiu,Pauca,Sibiu,50
11145,Sibiu,Paucea,Medias,25
11146,Sibiu,Pelisor,Medias,35
11147,Sibiu,Petis,Medias,50
11148,Sibiu,Poiana Sibiului,Sibiu,65
11149,Sibiu,Poienita,Fagaras,38
11150,Sibiu,Poplaca,Sibiu,0
11151,Sibiu,Porumbacu de Jos,Talmaciu,27
11152,Sibiu,Porumbacu de Sus,Talmaciu,27
11153,Sibiu,Presaca,Sibiu,60
11154,Sibiu,Prislop,Sibiu,29
11155,Sibiu,Prod,Medias,40
11156,Sibiu,Racovita,Talmaciu,0
11157,Sibiu,Rasinari,Sibiu,25
11158,Sibiu,Rau Sadului,Talmaciu,50
11159,Sibiu,Ravasel,Medias,35
11160,Sibiu,Retis,Medias,100
11161,Sibiu,Richis,Medias,45
11162,Sibiu,Roandola,Medias,45
11163,Sibiu,Rod,Sibiu,65
11164,Sibiu,Romanesti,Medias,20
11165,Sibiu,Rosia,Sibiu,0
11166,Sibiu,Ruja,Medias,65
11167,Sibiu,Rusciori,Sibiu,0
11168,Sibiu,Rusi,Sibiu,30
11169,Sibiu,Sacadate,Talmaciu,23
11170,Sibiu,Sacel,Sibiu,27
11171,Sibiu,Sadinca,Sibiu,37
11172,Sibiu,Sadu,Talmaciu,0
11173,Sibiu,Salcau,Medias,60
11174,Sibiu,Saliste,Sibiu,0
11175,Sibiu,Sangatin,Sibiu,65
11176,Sibiu,Sarata,Talmaciu,35
11177,Sibiu,Saros pe Tarnave,Medias,20
11178,Sibiu,Sasaus,Fagaras,42
11179,Sibiu,Scoreiu,Talmaciu,35
11180,Sibiu,Sebesu de Jos,Talmaciu,0
11181,Sibiu,Sebesu de Sus,Talmaciu,0
11182,Sibiu,Seica Mare,Medias,28
11183,Sibiu,Seica Mica,Medias,40
11184,Sibiu,Selimbar,Sibiu,0
11185,Sibiu,Sibiel,Sibiu,32
11186,Sibiu,Sibiu,Sibiu,0
11187,Sibiu,Slimnic,Sibiu,19
11188,Sibiu,Smig,Medias,30
11189,Sibiu,Soala,Medias,40
11190,Sibiu,Somartin,Fagaras,42
11191,Sibiu,Sorostin,Medias,40
11192,Sibiu,Stejarisu,Medias,65
11193,Sibiu,Stenea,Medias,65
11194,Sibiu,Sura Mare,Sibiu,0
11195,Sibiu,Sura Mica,Sibiu,0
11196,Sibiu,Talmacel,Talmaciu,0
11197,Sibiu,Talmaciu,Talmaciu,0
11198,Sibiu,Tapu,Medias,45
11199,Sibiu,Tarnava,Medias,0
11200,Sibiu,Teline,Medias,90
11201,Sibiu,Tichindeal,Medias,95
11202,Sibiu,Tilisca,Sibiu,35
11203,Sibiu,Toparcea,Sibiu,50
11204,Sibiu,Turnu Rosu,Talmaciu,0
11205,Sibiu,Valchid,Medias,40
11206,Sibiu,Vale,Sibiu,35
11207,Sibiu,Valea Lunga,Medias,0
11208,Sibiu,Valea Viilor,Medias,20
11209,Sibiu,Valeni,Medias,50
11210,Sibiu,Vard,Medias,65
11211,Sibiu,Vecerd,Medias,55
11212,Sibiu,Velt,Medias,25
11213,Sibiu,Veseud (Chirpar),Medias,70
11214,Sibiu,Veseud (Slimnic),Sibiu,41
11215,Sibiu,Vestem,Talmaciu,0
11216,Sibiu,Vurpar,Sibiu,50
11217,Sibiu,Zlagna,Medias,40
11218,Suceava,Adancata,Suceava,0
11219,Suceava,Antoceni,Falticeni,25
11220,Suceava,Arbore,Suceava,37
11221,Suceava,Argel,Campulung Moldovenesc,35
11222,Suceava,Argestru,Vatra Dornei,0
11223,Suceava,Arghira,Falticeni,0
11224,Suceava,Artari,Suceava,26
11225,Suceava,Badeuti,Radauti,0
11226,Suceava,Badragi,Radauti,38
11227,Suceava,Bahna Arin,Falticeni,0
11228,Suceava,Baia,Falticeni,0
11229,Suceava,Bainet,Radauti,20
11230,Suceava,Baisesti,Gura Humorului,17
11231,Suceava,Balaceana,Suceava,25
11232,Suceava,Balcauti,Radauti,15
11233,Suceava,Balinesti,Radauti,15
11234,Suceava,Bancesti,Radauti,25
11235,Suceava,Banesti,Suceava,30
11236,Suceava,Barasti,Falticeni,0
11237,Suceava,Basarabi,Falticeni,0
11238,Suceava,Benia,Campulung Moldovenesc,35
11239,Suceava,Berchisesti,Gura Humorului,0
11240,Suceava,Beresti,Suceava,26
11241,Suceava,Bilca,Radauti,20
11242,Suceava,Bivolaria,Radauti,20
11243,Suceava,Bobeica,Campulung Moldovenesc,55
11244,Suceava,Bodnareni,Suceava,35
11245,Suceava,Bogata,Falticeni,0
11246,Suceava,Bogdanesti,Falticeni,20
11247,Suceava,Boroaia,Falticeni,20
11248,Suceava,Bosanci,Suceava,0
11249,Suceava,Botesti,Suceava,24
11250,Suceava,Botos,Vatra Dornei,25
11251,Suceava,Botosana,Suceava,30
11252,Suceava,Botosanita Mare,Radauti,25
11253,Suceava,Botosanita Mica,Radauti,25
11254,Suceava,Botus,Campulung Moldovenesc,25
11255,Suceava,Botusel,Campulung Moldovenesc,25
11256,Suceava,Boura,Falticeni,25
11257,Suceava,Bradatel,Suceava,27
11258,Suceava,Braiesti,Gura Humorului,0
11259,Suceava,Branistea,Campulung Moldovenesc,25
11260,Suceava,Brasca,Suceava,21
11261,Suceava,Breaza,Campulung Moldovenesc,30
11262,Suceava,Breaza de Sus,Campulung Moldovenesc,35
11263,Suceava,Brodina,Radauti,45
11264,Suceava,Brodina (Izvoarele Sucevei),Campulung Moldovenesc,70
11265,Suceava,Brodina de Jos,Radauti,55
11266,Suceava,Brosteni,Vatra Dornei,60
11267,Suceava,Brosteni (Draguseni),Falticeni,38
11268,Suceava,Bucsoaia,Gura Humorului,0
11269,Suceava,Buda (Rasca),Falticeni,26
11270,Suceava,Buda (Zvoristea),Suceava,30
11271,Suceava,Budeni,Suceava,23
11272,Suceava,Bulai,Suceava,0
11273,Suceava,Bunesti,Suceava,0
11274,Suceava,Burla,Radauti,0
11275,Suceava,Bursuceni,Suceava,25
11276,Suceava,Cacica,Suceava,45
11277,Suceava,Cajvana,Suceava,40
11278,Suceava,Calafindesti,Suceava,30
11279,Suceava,Calinesti (Darmanesti),Suceava,0
11280,Suceava,Calinesti (serbauti),Suceava,0
11281,Suceava,Calinesti-Vasilache,Suceava,0
11282,Suceava,Calugareni,Suceava,0
11283,Suceava,Camarzani,Falticeni,0
11284,Suceava,Campulung Moldovenesc,Campulung Moldovenesc,0
11285,Suceava,Capu Campului,Gura Humorului,0
11286,Suceava,Capu Codrului,Gura Humorului,0
11287,Suceava,Carlibaba,Vatra Dornei,40
11288,Suceava,Carlibaba Noua,Vatra Dornei,45
11289,Suceava,Casoi,Vatra Dornei,25
11290,Suceava,Chiliseni,Suceava,24
11291,Suceava,Chiril,Vatra Dornei,35
11292,Suceava,Ciocanesti,Vatra Dornei,25
11293,Suceava,Ciomartan,Suceava,37
11294,Suceava,Ciprian Porumbescu,Suceava,25
11295,Suceava,Ciumarna,Campulung Moldovenesc,30
11296,Suceava,Ciumulesti,Falticeni,22
11297,Suceava,Climauti,Radauti,0
11298,Suceava,Clit,Radauti,0
11299,Suceava,Codru,Suceava,31
11300,Suceava,Cojocareni,Suceava,34
11301,Suceava,Cojoci,Vatra Dornei,30
11302,Suceava,Colacu,Campulung Moldovenesc,25
11303,Suceava,Comanesti,Suceava,35
11304,Suceava,Corlata,Gura Humorului,0
11305,Suceava,Corni,Suceava,36
11306,Suceava,Cornu Luncii,Falticeni,0
11307,Suceava,Corocaiesti,Suceava,27
11308,Suceava,Corpaci,Suceava,38
11309,Suceava,Cosna,Vatra Dornei,20
11310,Suceava,Costana,Suceava,20
11311,Suceava,Costileva,Radauti,70
11312,Suceava,Costisa,Radauti,0
11313,Suceava,Cotargasi,Vatra Dornei,60
11314,Suceava,Cotu Baii,Falticeni,0
11315,Suceava,Cotu Dobei,Suceava,26
11316,Suceava,Coverca,Vatra Dornei,20
11317,Suceava,Cozanesti,Vatra Dornei,15
11318,Suceava,Crucea,Vatra Dornei,25
11319,Suceava,Cumparatura,Suceava,0
11320,Suceava,Danila,Suceava,20
11321,Suceava,Darmanesti,Suceava,0
11322,Suceava,Darmoxa,Vatra Dornei,35
11323,Suceava,Dealu,Suceava,29
11324,Suceava,Dealu Floreni,Vatra Dornei,15
11325,Suceava,Deia,Campulung Moldovenesc,25
11326,Suceava,Deleni,Suceava,36
11327,Suceava,Delnita,Campulung Moldovenesc,25
11328,Suceava,Delut,Campulung Moldovenesc,30
11329,Suceava,Demacusa,Campulung Moldovenesc,35
11330,Suceava,Dolhasca,Suceava,50
11331,Suceava,Dolhesti,Falticeni,21
11332,Suceava,Dolhestii Mari,Falticeni,21
11333,Suceava,Dolhestii Mici,Falticeni,25
11334,Suceava,Dorna Candrenilor,Vatra Dornei,0
11335,Suceava,Dorna-Arini,Vatra Dornei,0
11336,Suceava,Dornesti,Radauti,0
11337,Suceava,Dornisoara,Vatra Dornei,40
11338,Suceava,Doroteia,Gura Humorului,0
11339,Suceava,Dragoiasa,Vatra Dornei,35
11340,Suceava,Dragoiesti,Gura Humorului,25
11341,Suceava,Dragomirna,Suceava,0
11342,Suceava,Dragosa,Campulung Moldovenesc,35
11343,Suceava,Draguseni,Falticeni,30
11344,Suceava,Dubiusca,Campulung Moldovenesc,48
11345,Suceava,Dumbrava (Cornu Luncii),Falticeni,0
11346,Suceava,Dumbrava (Granicesti),Suceava,30
11347,Suceava,Dumbraveni,Suceava,20
11348,Suceava,Dumbraveni (Rasca),Falticeni,28
11349,Suceava,Dumbravita,Falticeni,0
11350,Suceava,Falcau,Radauti,45
11351,Suceava,Falticeni,Falticeni,0
11352,Suceava,Fantana Mare,Falticeni,0
11353,Suceava,Fantanele,Suceava,30
11354,Suceava,Fetesti,Suceava,0
11355,Suceava,Florinta,Suceava,0
11356,Suceava,Forasti,Falticeni,27
11357,Suceava,Frasin,Gura Humorului,0
11358,Suceava,Frasin (Brosteni),Vatra Dornei,65
11359,Suceava,Fratautii Noi,Radauti,0
11360,Suceava,Fratautii Vechi,Radauti,0
11361,Suceava,Frumoasa,Suceava,0
11362,Suceava,Frumosu,Campulung Moldovenesc,20
11363,Suceava,Fundu Moldovei,Campulung Moldovenesc,18
11364,Suceava,Gainesti,Falticeni,36
11365,Suceava,Galanesti,Radauti,0
11366,Suceava,Gara,Suceava,0
11367,Suceava,Gara Leu,Suceava,0
11368,Suceava,Gemenea,Gura Humorului,18
11369,Suceava,Gheorghiteni,Vatra Dornei,0
11370,Suceava,Giulesti,Falticeni,28
11371,Suceava,Giurgesti,Suceava,30
11372,Suceava,Glodu,Vatra Dornei,40
11373,Suceava,Gramesti,Radauti,30
11374,Suceava,Granicesti,Suceava,30
11375,Suceava,Grigoresti,Suceava,27
11376,Suceava,Groapa Vladichii,Suceava,0
11377,Suceava,Gropeni,Radauti,25
11378,Suceava,Gulia,Suceava,45
11379,Suceava,Gura Haitii,Vatra Dornei,30
11380,Suceava,Gura Humorului,Gura Humorului,0
11381,Suceava,Gura Putnei,Radauti,30
11382,Suceava,Gura Solcii,Suceava,26
11383,Suceava,Hancea,Suceava,22
11384,Suceava,Hantesti,Suceava,20
11385,Suceava,Hartop,Falticeni,0
11386,Suceava,Herla,Falticeni,30
11387,Suceava,Holda,Vatra Dornei,50
11388,Suceava,Holdita,Vatra Dornei,55
11389,Suceava,Horodnic,Radauti,0
11390,Suceava,Horodnic de Jos,Radauti,0
11391,Suceava,Horodnic de Sus,Radauti,0
11392,Suceava,Horodniceni,Suceava,20
11393,Suceava,Hreatca,Suceava,30
11394,Suceava,Humoreni,Suceava,32
11395,Suceava,Hurjuieni,Radauti,0
11396,Suceava,Husi,Suceava,34
11397,Suceava,Iacobeni,Vatra Dornei,15
11398,Suceava,Iacobesti,Suceava,23
11399,Suceava,Iaslovat,Suceava,35
11400,Suceava,Iaz,Radauti,0
11401,Suceava,Iesle,Falticeni,40
11402,Suceava,Ilisesti,Suceava,20
11403,Suceava,Ioneasa,Falticeni,21
11404,Suceava,Ipotesti,Suceava,0
11405,Suceava,Izvoarele Sucevei,Campulung Moldovenesc,45
11406,Suceava,Jacota,Suceava,30
11407,Suceava,Jahalia,Falticeni,25
11408,Suceava,Lamaseni,Falticeni,0
11409,Suceava,Leucusesti,Falticeni,0
11410,Suceava,Lipoveni,Suceava,0
11411,Suceava,Lisaura,Suceava,0
11412,Suceava,Liteni,Suceava,30
11413,Suceava,Liteni (Moara),Suceava,0
11414,Suceava,Lucacesti,Suceava,25
11415,Suceava,Lunca (Milisauti),Suceava,20
11416,Suceava,Lunca (Zamostea),Suceava,37
11417,Suceava,Luncusoara,Suceava,0
11418,Suceava,Lungeni,Vatra Dornei,60
11419,Suceava,Lupcina,Radauti,60
11420,Suceava,Magura,Vatra Dornei,36
11421,Suceava,Maidan,Suceava,47
11422,Suceava,Malini,Falticeni,24
11423,Suceava,Manastioara (Siret),Radauti,0
11424,Suceava,Manastioara (Udesti),Suceava,20
11425,Suceava,Manastirea Humorului,Gura Humorului,0
11426,Suceava,Maneuti,Radauti,0
11427,Suceava,Manolea,Falticeni,33
11428,Suceava,Marginea,Radauti,0
11429,Suceava,Maritei,Suceava,0
11430,Suceava,Mariteia Mica,Suceava,0
11431,Suceava,Mazanaesti,Gura Humorului,15
11432,Suceava,Mereni,Suceava,0
11433,Suceava,Meresti,Suceava,23
11434,Suceava,Mestecanis,Campulung Moldovenesc,0
11435,Suceava,Mesteceni,Falticeni,25
11436,Suceava,Mihaiesti,Suceava,25
11437,Suceava,Mihoveni,Suceava,0
11438,Suceava,Milisauti,Radauti,0
11439,Suceava,Mironu,Gura Humorului,0
11440,Suceava,Mitocasi,Suceava,0
11441,Suceava,Mitocu Dragomirnei,Suceava,0
11442,Suceava,Moara,Suceava,0
11443,Suceava,Moara Carp,Suceava,0
11444,Suceava,Moara Nica,Suceava,0
11445,Suceava,Moisa,Falticeni,21
11446,Suceava,Moldova-Sulita,Campulung Moldovenesc,30
11447,Suceava,Moldovita,Campulung Moldovenesc,30
11448,Suceava,Molid,Gura Humorului,0
11449,Suceava,Movileni,Falticeni,23
11450,Suceava,Musenita,Radauti,25
11451,Suceava,Neagra Sarului,Vatra Dornei,20
11452,Suceava,Negostina,Radauti,20
11453,Suceava,Negrileasa,Gura Humorului,20
11454,Suceava,Nicani,Suceava,40
11455,Suceava,Nigotesti,Falticeni,20
11456,Suceava,Nisipitu,Radauti,60
11457,Suceava,Norocu,Radauti,60
11458,Suceava,Obcina,Campulung Moldovenesc,55
11459,Suceava,Oniceni,Falticeni,30
11460,Suceava,Ortoaia,Vatra Dornei,15
11461,Suceava,Osoi,Suceava,30
11462,Suceava,Ostra,Gura Humorului,22
11463,Suceava,Padureni,Radauti,25
11464,Suceava,Paiseni,Falticeni,23
11465,Suceava,Paltin,Radauti,50
11466,Suceava,Paltinoasa,Gura Humorului,0
11467,Suceava,Paltinu,Campulung Moldovenesc,35
11468,Suceava,Panaci,Vatra Dornei,20
11469,Suceava,Paraie,Falticeni,27
11470,Suceava,Parau Negrei,Vatra Dornei,25
11471,Suceava,Parhauti,Suceava,20
11472,Suceava,Partestii de Jos,Suceava,35
11473,Suceava,Partestii de Sus,Suceava,40
11474,Suceava,Patrauti,Suceava,0
11475,Suceava,Petia,Falticeni,0
11476,Suceava,Pietroasa,Vatra Dornei,60
11477,Suceava,Pilugani,Vatra Dornei,17
11478,Suceava,Plai,Campulung Moldovenesc,40
11479,Suceava,Plaiu sarului,Vatra Dornei,15
11480,Suceava,Plavalari,Suceava,17
11481,Suceava,Plesa,Gura Humorului,0
11482,Suceava,Plesesti,Suceava,28
11483,Suceava,Plopeni,Suceava,0
11484,Suceava,Plutonita,Gura Humorului,0
11485,Suceava,Pocoleni,Falticeni,0
11486,Suceava,Podeni,Suceava,30
11487,Suceava,Podu Cosnei,Vatra Dornei,15
11488,Suceava,Poiana (Dolhasca),Suceava,40
11489,Suceava,Poiana (Zvoristea),Suceava,20
11490,Suceava,Poiana Marului,Falticeni,32
11491,Suceava,Poiana Micului,Gura Humorului,0
11492,Suceava,Poiana Negrii,Vatra Dornei,20
11493,Suceava,Poiana Stampei,Vatra Dornei,25
11494,Suceava,Poienari,Suceava,50
11495,Suceava,Poieni-Solca,Suceava,41
11496,Suceava,Poieni-Suceava,Suceava,22
11497,Suceava,Pojorata,Campulung Moldovenesc,10
11498,Suceava,Praxia,Falticeni,0
11499,Suceava,Prelipca,Suceava,19
11500,Suceava,Preutesti,Falticeni,0
11501,Suceava,Prisaca Dornei,Campulung Moldovenesc,0
11502,Suceava,Probota,Suceava,50
11503,Suceava,Putna,Radauti,30
11504,Suceava,Racova,Suceava,25
11505,Suceava,Radaseni,Falticeni,0
11506,Suceava,Radauti,Radauti,0
11507,Suceava,Rasca (Moldovita),Campulung Moldovenesc,50
11508,Suceava,Rasca (Suceava),Falticeni,0
11509,Suceava,Rauteni,Suceava,38
11510,Suceava,Reuseni,Suceava,16
11511,Suceava,Romanesti (Granicesti),Suceava,25
11512,Suceava,Roscani,Suceava,31
11513,Suceava,Rosiori,Falticeni,21
11514,Suceava,Rosu,Vatra Dornei,0
11515,Suceava,Rotopanesti,Suceava,25
11516,Suceava,Rotunda,Suceava,37
11517,Suceava,Rudesti,Radauti,30
11518,Suceava,Runcu,Suceava,46
11519,Suceava,Rusca,Vatra Dornei,15
11520,Suceava,Rusi,Falticeni,23
11521,Suceava,Rusii-Manastioara,Suceava,0
11522,Suceava,Sacuta,Falticeni,20
11523,Suceava,Sadau,Radauti,49
11524,Suceava,Sadova,Campulung Moldovenesc,10
11525,Suceava,Salageni,Suceava,18
11526,Suceava,Salcea,Suceava,0
11527,Suceava,Sarghiesti,Suceava,21
11528,Suceava,Sarisor,Vatra Dornei,25
11529,Suceava,Sarisoru Mare,Vatra Dornei,20
11530,Suceava,Saru Bucovinei,Vatra Dornei,20
11531,Suceava,Saru Dornei,Vatra Dornei,15
11532,Suceava,Sasca Mare,Falticeni,23
11533,Suceava,Sasca Mica,Falticeni,21
11534,Suceava,Sasca Noua,Falticeni,0
11535,Suceava,Satu Mare,Radauti,0
11536,Suceava,Satu Mare (Crucea),Vatra Dornei,35
11537,Suceava,Scheia,Suceava,0
11538,Suceava,Securiceni,Suceava,0
11539,Suceava,Serbanesti,Suceava,23
11540,Suceava,Serbauti,Suceava,30
11541,Suceava,Ses,Suceava,31
11542,Suceava,Sfantu Ilie,Suceava,0
11543,Suceava,Silistea,Suceava,30
11544,Suceava,Silistea Noua,Suceava,30
11545,Suceava,Siminicea ,Suceava,22
11546,Suceava,Sinca,Falticeni,22
11547,Suceava,Siret,Radauti,0
11548,Suceava,Slatina,Falticeni,30
11549,Suceava,Slatioara (Rasca),Falticeni,29
11550,Suceava,Slatioara (Stulpicani),Gura Humorului,25
11551,Suceava,Slobozia (Fantanele),Suceava,40
11552,Suceava,Slobozia (Zvoristea),Suceava,25
11553,Suceava,Slobozia Sucevei,Suceava,25
11554,Suceava,Smida Ungurenilor,Campulung Moldovenesc,25
11555,Suceava,Solca,Suceava,50
11556,Suceava,Soldanesti,Falticeni,0
11557,Suceava,Solonet,Suceava,50
11558,Suceava,Solonetu Nou,Suceava,45
11559,Suceava,Spataresti,Falticeni,0
11560,Suceava,Stamate,Suceava,30
11561,Suceava,Stanca,Suceava,25
11562,Suceava,Stancuta,Suceava,28
11563,Suceava,Stirbat,Suceava,25
11564,Suceava,Straja,Radauti,35
11565,Suceava,Stramtura,Campulung Moldovenesc,17
11566,Suceava,Stroiesti,Suceava,0
11567,Suceava,Stulpicani,Gura Humorului,17
11568,Suceava,Suceava,Suceava,0
11569,Suceava,Sucevita,Radauti,25
11570,Suceava,Sunatori,Vatra Dornei,20
11571,Suceava,Tarna Mare,Suceava,27
11572,Suceava,Tarnicioara,Gura Humorului,20
11573,Suceava,Tataru,Vatra Dornei,30
11574,Suceava,Tautesti,Suceava,31
11575,Suceava,Tesna (Cosna),Vatra Dornei,25
11576,Suceava,Tesna (Poiana Stampei),Vatra Dornei,25
11577,Suceava,Tibeni,Radauti,0
11578,Suceava,Tisauti,Suceava,0
11579,Suceava,Todiresti,Suceava,25
11580,Suceava,Tolesti,Falticeni,32
11581,Suceava,Trei Movile,Suceava,0
11582,Suceava,Udesti,Suceava,19
11583,Suceava,Uidesti,Falticeni,30
11584,Suceava,Ulma,Radauti,60
11585,Suceava,Uncesti,Suceava,32
11586,Suceava,Vadu Moldovei,Falticeni,0
11587,Suceava,Vadu Negrilesei,Gura Humorului,25
11588,Suceava,Valcelele,Suceava,16
11589,Suceava,Valea Bancului,Vatra Dornei,20
11590,Suceava,Valea Bourei,Falticeni,27
11591,Suceava,Valea Glodului,Suceava,45
11592,Suceava,Valea Moldovei,Gura Humorului,20
11593,Suceava,Valea Poienei,Suceava,50
11594,Suceava,Valea Putnei,Campulung Moldovenesc,10
11595,Suceava,Valea Stanei,Campulung Moldovenesc,20
11596,Suceava,Valeni-Stanisoara,Falticeni,36
11597,Suceava,Vama,Campulung Moldovenesc,15
11598,Suceava,Varatec,Suceava,18
11599,Suceava,Varfu Dealului ,Gura Humorului,0
11600,Suceava,Vascauti,Radauti,25
11601,Suceava,Vatra Dornei,Vatra Dornei,0
11602,Suceava,Vatra Moldovitei,Campulung Moldovenesc,25
11603,Suceava,Verbia,Radauti,27
11604,Suceava,Vercicani,Suceava,32
11605,Suceava,Veresti,Suceava,25
11606,Suceava,Vicovu de Jos,Radauti,23
11607,Suceava,Vicovu de Sus,Radauti,28
11608,Suceava,Vicsani,Radauti,30
11609,Suceava,Voievodeasa,Radauti,22
11610,Suceava,Voitinel,Radauti,0
11611,Suceava,Volovat,Radauti,0
11612,Suceava,Vornicenii Mari,Suceava,20
11613,Suceava,Vornicenii Mici,Suceava,17
11614,Suceava,Voronet,Gura Humorului,0
11615,Suceava,Vulturesti,Suceava,26
11616,Suceava,Zaharesti,Suceava,18
11617,Suceava,Zalomestra,Radauti,60
11618,Suceava,Zamostea,Suceava,35
11619,Suceava,Zvoristea,Suceava,25
11620,Teleorman,Albeni,Rosiori de Vede,80
11621,Teleorman,Albesti,Rosiori de Vede,20
11622,Teleorman,Alexandria,Alexandria,0
11623,Teleorman,Antonesti,Alexandria,35
11624,Teleorman,Babaita,Alexandria,30
11625,Teleorman,Bacalesti,Rosiori de Vede,30
11626,Teleorman,Baciu,Videle,20
11627,Teleorman,Baduleasa,Turnu Magurele,20
11628,Teleorman,Balaci,Rosiori de Vede,40
11629,Teleorman,Baldovinesti,Rosiori de Vede,35
11630,Teleorman,Balta Sarata,Rosiori de Vede,40
11631,Teleorman,Baneasa,Rosiori de Vede,25
11632,Teleorman,Banov,Videle,70
11633,Teleorman,Barsestii de Jos,Turnu Magurele,40
11634,Teleorman,Bascoveni,Videle,0
11635,Teleorman,Beciu,Turnu Magurele,40
11636,Teleorman,Beiu,Alexandria,0
11637,Teleorman,Belciug,Rosiori de Vede,0
11638,Teleorman,Beuca,Rosiori de Vede,25
11639,Teleorman,Blejesti,Videle,20
11640,Teleorman,Bogdana,Rosiori de Vede,25
11641,Teleorman,Botoroaga,Videle,35
11642,Teleorman,Bragadiru,Alexandria,35
11643,Teleorman,Branceni,Alexandria,0
11644,Teleorman,Brancoveanca,Turnu Magurele,33
11645,Teleorman,Bratasani,Videle,50
11646,Teleorman,Bratcovu,Rosiori de Vede,0
11647,Teleorman,Bratesti,Videle,40
11648,Teleorman,Brebina,Rosiori de Vede,0
11649,Teleorman,Brosteanca,Rosiori de Vede,30
11650,Teleorman,Bujoreni,Alexandria,30
11651,Teleorman,Bujoru,Alexandria,35
11652,Teleorman,Bujoru (Calmatuiu),Rosiori de Vede,0
11653,Teleorman,Burdeni,Rosiori de Vede,45
11654,Teleorman,Butculesti,Rosiori de Vede,0
11655,Teleorman,Butesti,Videle,35
11656,Teleorman,Buzescu,Alexandria,0
11657,Teleorman,Calinesti,Alexandria,20
11658,Teleorman,Calmatuiu,Rosiori de Vede,50
11659,Teleorman,Calmatuiu de Sus,Rosiori de Vede,50
