id,county,locality,agency,km
11660,Teleorman,Calomfiresti,Alexandria,0
11661,Teleorman,Calugaru,Videle,45
11662,Teleorman,Caravaneti,Rosiori de Vede,35
11663,Teleorman,Carlomanu,Turnu Magurele,0
11664,Teleorman,Catunu,Videle,50
11665,Teleorman,Cernetu,Alexandria,0
11666,Teleorman,Cervenia,Alexandria,20
11667,Teleorman,Cetatea,Videle,47
11668,Teleorman,Ciolanesti,Rosiori de Vede,30
11669,Teleorman,Ciolanestii din Deal,Rosiori de Vede,30
11670,Teleorman,Ciolanestii din Vale,Rosiori de Vede,30
11671,Teleorman,Ciuperceni,Turnu Magurele,0
11672,Teleorman,Ciuperceni (Cosmesti),Videle,30
11673,Teleorman,Ciurari,Rosiori de Vede,30
11674,Teleorman,Ciurari-Deal,Videle,60
11675,Teleorman,Clanita,Alexandria,0
11676,Teleorman,Comoara,Videle,25
11677,Teleorman,Contesti,Alexandria,35
11678,Teleorman,Copaceanca,Alexandria,30
11679,Teleorman,Cosmesti,Videle,35
11680,Teleorman,Cosoaia,Videle,35
11681,Teleorman,Cosoteni,Rosiori de Vede,0
11682,Teleorman,Crangeni,Rosiori de Vede,35
11683,Teleorman,Crangu,Turnu Magurele,21
11684,Teleorman,Crevenicu,Videle,20
11685,Teleorman,Cucueti,Rosiori de Vede,25
11686,Teleorman,Darvas,Alexandria,33
11687,Teleorman,Deparati,Videle,60
11688,Teleorman,Didesti,Rosiori de Vede,35
11689,Teleorman,Dobreni,Rosiori de Vede,75
11690,Teleorman,Dobrotesti,Rosiori de Vede,30
11691,Teleorman,Dorobantu,Rosiori de Vede,45
11692,Teleorman,Dracea,Turnu Magurele,25
11693,Teleorman,Dracesti,Videle,35
11694,Teleorman,Dracsani,Rosiori de Vede,28
11695,Teleorman,Dracsenei,Rosiori de Vede,30
11696,Teleorman,Draganesti de Vede,Rosiori de Vede,0
11697,Teleorman,Draganesti-Vlasca,Alexandria,25
11698,Teleorman,Draghinesti,Videle,35
11699,Teleorman,Dudu,Turnu Magurele,35
11700,Teleorman,Dulceanca,Rosiori de Vede,20
11701,Teleorman,Dulceni,Rosiori de Vede,20
11702,Teleorman,Fantanele,Alexandria,50
11703,Teleorman,Florica,Turnu Magurele,30
11704,Teleorman,Frasinet,Alexandria,30
11705,Teleorman,Frumoasa,Alexandria,35
11706,Teleorman,Furculesti,Alexandria,25
11707,Teleorman,Galateni,Videle,50
11708,Teleorman,Garagau,Videle,45
11709,Teleorman,Gardesti,Rosiori de Vede,50
11710,Teleorman,Gradisteanca,Videle,30
11711,Teleorman,Gratia,Videle,60
11712,Teleorman,Gresia,Rosiori de Vede,20
11713,Teleorman,Guruieni,Alexandria,0
11714,Teleorman,Insuratei,Rosiori de Vede,25
11715,Teleorman,Ionascu,Rosiori de Vede,30
11716,Teleorman,Islaz,Turnu Magurele,0
11717,Teleorman,Izvoarele,Alexandria,25
11718,Teleorman,Laceni,Alexandria,25
11719,Teleorman,Lada,Videle,40
11720,Teleorman,Licuriciu,Alexandria,0
11721,Teleorman,Linia Costii,Videle,25
11722,Teleorman,Lisa,Turnu Magurele,30
11723,Teleorman,Lita,Turnu Magurele,0
11724,Teleorman,Ludaneasca,Alexandria,30
11725,Teleorman,Lunca,Turnu Magurele,0
11726,Teleorman,Magura,Alexandria,0
11727,Teleorman,Magura cu Liliac,Videle,25
11728,Teleorman,Maldaeni,Rosiori de Vede,0
11729,Teleorman,Marita,Alexandria,30
11730,Teleorman,Marzanesti,Alexandria,20
11731,Teleorman,Mavrodin,Alexandria,20
11732,Teleorman,Mereni,Videle,25
11733,Teleorman,Merenii de Jos,Videle,40
11734,Teleorman,Merenii de Sus,Videle,40
11735,Teleorman,Meri,Rosiori de Vede,0
11736,Teleorman,Merisani (Babaita),Alexandria,25
11737,Teleorman,Merisani (Dobrotesti),Rosiori de Vede,30
11738,Teleorman,Moldoveni,Turnu Magurele,0
11739,Teleorman,Mosteni,Videle,25
11740,Teleorman,Mosteni (Furculesti),Alexandria,25
11741,Teleorman,Nanov,Alexandria,0
11742,Teleorman,Nasturelu,Alexandria,50
11743,Teleorman,Navodari,Turnu Magurele,20
11744,Teleorman,Necsesti,Rosiori de Vede,40
11745,Teleorman,Negreni ,Rosiori de Vede,70
11746,Teleorman,Negrenii de Sus,Rosiori de Vede,0
11747,Teleorman,Negrenii-Osebiti,Rosiori de Vede,70
11748,Teleorman,Negrilesti,Videle,35
11749,Teleorman,Nenciulesti,Alexandria,0
11750,Teleorman,Nicolae Balcescu,Rosiori de Vede,60
11751,Teleorman,Obartu,Rosiori de Vede,40
11752,Teleorman,Odobeasca,Rosiori de Vede,30
11753,Teleorman,Olteanca,Turnu Magurele,0
11754,Teleorman,Olteni,Videle,25
11755,Teleorman,Orbeasca,Alexandria,20
11756,Teleorman,Orbeasca de Jos,Alexandria,20
11757,Teleorman,Orbeasca de Sus,Alexandria,20
11758,Teleorman,Paru Rotund,Alexandria,20
11759,Teleorman,Pauleasca,Alexandria,0
11760,Teleorman,Peretu,Rosiori de Vede,0
11761,Teleorman,Perii Brosteni,Videle,35
11762,Teleorman,Piatra,Alexandria,30
11763,Teleorman,Pietrosani,Alexandria,50
11764,Teleorman,Pleasov,Turnu Magurele,0
11765,Teleorman,Plopi,Rosiori de Vede,30
11766,Teleorman,Plopii-Slavitesti,Turnu Magurele,30
11767,Teleorman,Plosca,Rosiori de Vede,20
11768,Teleorman,Poeni,Videle,30
11769,Teleorman,Poiana,Turnu Magurele,0
11770,Teleorman,Poroschia,Alexandria,0
11771,Teleorman,Preajba,Videle,55
11772,Teleorman,Prunaru,Alexandria,35
11773,Teleorman,Prundu,Turnu Magurele,0
11774,Teleorman,Purani (Silistea),Videle,25
11775,Teleorman,Purani (Vitanesti),Alexandria,0
11776,Teleorman,Puranii de Sus,Videle,40
11777,Teleorman,Putineiu,Turnu Magurele,20
11778,Teleorman,Radoiesti,Videle,30
11779,Teleorman,Radoiesti-Deal,Videle,35
11780,Teleorman,Radoiesti-Vale,Videle,35
11781,Teleorman,Radulesti,Videle,0
11782,Teleorman,Rasmiresti,Alexandria,30
11783,Teleorman,Rosiori de Vede,Rosiori de Vede,0
11784,Teleorman,Rotaresti,Videle,40
11785,Teleorman,Saceni,Rosiori de Vede,25
11786,Teleorman,Saelele,Turnu Magurele,23
11787,Teleorman,Salcia,Rosiori de Vede,25
11788,Teleorman,Sarbeni,Videle,40
11789,Teleorman,Sarbenii de Jos,Videle,45
11790,Teleorman,Satu Nou,Rosiori de Vede,25
11791,Teleorman,Satul Vechi,Rosiori de Vede,25
11792,Teleorman,Schitu Poienari,Alexandria,20
11793,Teleorman,Scrioastea,Rosiori de Vede,0
11794,Teleorman,Scurtu Mare,Videle,35
11795,Teleorman,Scurtu-Slavesti,Videle,40
11796,Teleorman,Seaca,Turnu Magurele,0
11797,Teleorman,Secara,Turnu Magurele,0
11798,Teleorman,Segarcea-Deal,Turnu Magurele,0
11799,Teleorman,Segarcea-Vale,Turnu Magurele,0
11800,Teleorman,Sericu,Rosiori de Vede,80
11801,Teleorman,Sfintesti,Rosiori de Vede,20
11802,Teleorman,Silistea,Videle,40
11803,Teleorman,Silistea (Vitanesti),Alexandria,20
11804,Teleorman,Silistea Gumesti,Rosiori de Vede,50
11805,Teleorman,Silistea Mica,Videle,45
11806,Teleorman,Slavesti,Rosiori de Vede,60
11807,Teleorman,Slobozia Mandra,Turnu Magurele,25
11808,Teleorman,Smardan,Turnu Magurele,39
11809,Teleorman,Smardioasa,Alexandria,20
11810,Teleorman,Socetu,Rosiori de Vede,35
11811,Teleorman,Soimu,Alexandria,0
11812,Teleorman,Spatarei,Alexandria,30
11813,Teleorman,Stefeni,Rosiori de Vede,75
11814,Teleorman,Stejaru,Rosiori de Vede,25
11815,Teleorman,Stejaru (Crangeni),Rosiori de Vede,0
11816,Teleorman,Storobaneasa,Alexandria,20
11817,Teleorman,Suhaia,Alexandria,40
11818,Teleorman,Talpa,Videle,50
11819,Teleorman,Talpa Postei,Videle,50
11820,Teleorman,Talpa-Bascoveni,Videle,50
11821,Teleorman,Talpa-Ograzile,Videle,50
11822,Teleorman,Tarnava,Videle,30
11823,Teleorman,Tatarastii de Jos,Rosiori de Vede,60
11824,Teleorman,Tatarastii de Sus,Rosiori de Vede,60
11825,Teleorman,Tavarlau,Videle,35
11826,Teleorman,Tecuci,Rosiori de Vede,40
11827,Teleorman,Teleormanu,Alexandria,25
11828,Teleorman,Tiganesti,Alexandria,0
11829,Teleorman,Traian,Turnu Magurele,0
11830,Teleorman,Trivalea-Mosteni,Videle,50
11831,Teleorman,Troianul,Rosiori de Vede,20
11832,Teleorman,Tudor Vladimirescu,Rosiori de Vede,35
11833,Teleorman,Tunari,Videle,20
11834,Teleorman,Turnu Magurele,Turnu Magurele,0
11835,Teleorman,Uda-Clocociov,Turnu Magurele,25
11836,Teleorman,Uda-Paciurea,Turnu Magurele,0
11837,Teleorman,Udeni,Videle,60
11838,Teleorman,Udupu,Rosiori de Vede,60
11839,Teleorman,Ulmeni,Rosiori de Vede,25
11840,Teleorman,Urluiu,Rosiori de Vede,30
11841,Teleorman,Vacaresti,Rosiori de Vede,0
11842,Teleorman,Vaceni,Alexandria,0
11843,Teleorman,Valea Ciresului,Videle,40
11844,Teleorman,Valea Parului,Alexandria,0
11845,Teleorman,Valea Postei,Videle,35
11846,Teleorman,Vanatori,Turnu Magurele,25
11847,Teleorman,Vartoape,Videle,45
11848,Teleorman,Vartoapele de Jos,Videle,45
11849,Teleorman,Vartoapele de Sus,Videle,45
11850,Teleorman,Vatasi,Videle,40
11851,Teleorman,Vatra,Rosiori de Vede,0
11852,Teleorman,Vedea,Rosiori de Vede,0
11853,Teleorman,Videle,Videle,0
11854,Teleorman,Viile,Rosiori de Vede,0
11855,Teleorman,Viisoara,Alexandria,43
11856,Teleorman,Vitanesti,Alexandria,0
11857,Teleorman,Voievoda,Alexandria,25
11858,Teleorman,Zambreasca,Rosiori de Vede,40
11859,Teleorman,Zimnicea,Alexandria,0
11860,Teleorman,Zimnicele,Alexandria,0
11861,Teleorman,Zlata,Turnu Magurele,0
11862,Timis,Albina,Timisoara,0
11863,Timis,Alios,Timisoara,44
11864,Timis,Altringen,Timisoara,46
11865,Timis,Babsa,Lugoj,35
11866,Timis,Bacova,Lugoj,32
11867,Timis,Balint,Lugoj,20
11868,Timis,Balosesti,Lugoj,55
11869,Timis,Banloc,Timisoara,52
11870,Timis,Bara,Lugoj,30
11871,Timis,Barateaz,Timisoara,28
11872,Timis,Barna,Lugoj,22
11873,Timis,Batesti,Lugoj,40
11874,Timis,Bazos,Timisoara,0
11875,Timis,Bazosu Nou,Timisoara,0
11876,Timis,Beba Veche,Timisoara,92
11877,Timis,Becicherecu Mic,Timisoara,0
11878,Timis,Begheiu Mic,Lugoj,35
11879,Timis,Belint,Lugoj,20
11880,Timis,Bencecu de Jos,Timisoara,29
11881,Timis,Bencecu de Sus,Timisoara,32
11882,Timis,Berecuta,Timisoara,50
11883,Timis,Beregsau Mare,Timisoara,0
11884,Timis,Beregsau Mic,Timisoara,0
11885,Timis,Berini,Timisoara,30
11886,Timis,Bethausen,Lugoj,20
11887,Timis,Bichigi,Lugoj,38
11888,Timis,Biled,Timisoara,26
11889,Timis,Birda,Timisoara,48
11890,Timis,Blajova,Timisoara,35
11891,Timis,Bobda,Timisoara,27
11892,Timis,Bodo,Lugoj,25
11893,Timis,Bogda,Timisoara,48
11894,Timis,Boldur,Lugoj,0
11895,Timis,Botesti,Lugoj,20
11896,Timis,Botinesti,Lugoj,30
11897,Timis,Branesti,Lugoj,46
11898,Timis,Breazova,Lugoj,48
11899,Timis,Brestea,Timisoara,53
11900,Timis,Brestovat,Timisoara,46
11901,Timis,Bucovat (Dumbrava),Lugoj,40
11902,Timis,Bucovat (Remetea Mare),Timisoara,0
11903,Timis,Bulgarus,Timisoara,41
11904,Timis,Bulza,Lugoj,57
11905,Timis,Bunea Mare,Lugoj,50
11906,Timis,Bunea Mica,Lugoj,50
11907,Timis,Butin,Timisoara,65
11908,Timis,Buzad,Timisoara,47
11909,Timis,Buzias,Lugoj,25
11910,Timis,Cadar,Timisoara,42
11911,Timis,Calacea,Timisoara,28
11912,Timis,Capat,Lugoj,24
11913,Timis,Carani,Timisoara,0
11914,Timis,Carpinis,Timisoara,30
11915,Timis,Cebza,Timisoara,36
11916,Timis,Cenad,Timisoara,72
11917,Timis,Cenei,Timisoara,31
11918,Timis,Cerna,Timisoara,32
11919,Timis,Cerneteaz,Timisoara,0
11920,Timis,Charlotenburg,Timisoara,43
11921,Timis,Checea,Timisoara,38
11922,Timis,Cheches,Lugoj,40
11923,Timis,Cheglevici,Timisoara,79
11924,Timis,Cherestur,Timisoara,84
11925,Timis,Cheveresu Mare,Timisoara,0
11926,Timis,Chisoda,Timisoara,0
11927,Timis,Chizatau,Lugoj,20
11928,Timis,Ciacova,Timisoara,32
11929,Timis,Ciresu,Lugoj,20
11930,Timis,Ciresu Mic,Lugoj,25
11931,Timis,Cladova,Lugoj,35
11932,Timis,Cliciova,Lugoj,35
11933,Timis,Clopodia,Timisoara,79
11934,Timis,Colonia Bulgara,Timisoara,0
11935,Timis,Colonia Fabricii,Lugoj,60
11936,Timis,Colonia Mica,Lugoj,40
11937,Timis,Comeat,Timisoara,51
11938,Timis,Comlosu Mare,Timisoara,59
11939,Timis,Comlosu Mic,Timisoara,51
11940,Timis,Cornesti,Timisoara,0
11941,Timis,Cosarii,Timisoara,65
11942,Timis,Cosava,Lugoj,40
11943,Timis,Cosevita,Lugoj,60
11944,Timis,Costeiu,Lugoj,0
11945,Timis,Costeiu de Sus,Lugoj,71
11946,Timis,Covaci,Timisoara,0
11947,Timis,Crai Nou,Timisoara,40
11948,Timis,Cralovat,Timisoara,36
11949,Timis,Criciova,Lugoj,20
11950,Timis,Crivina,Lugoj,25
11951,Timis,Crivina de Sus,Lugoj,65
11952,Timis,Crivobara,Lugoj,45
11953,Timis,Cruceni,Timisoara,47
11954,Timis,Curtea,Lugoj,50
11955,Timis,Cutina,Lugoj,25
11956,Timis,Darova,Lugoj,0
11957,Timis,Dejan,Timisoara,65
11958,Timis,Denta,Timisoara,50
11959,Timis,Deta,Timisoara,45
11960,Timis,Dinias,Timisoara,0
11961,Timis,Dobresti,Lugoj,37
11962,Timis,Dolat,Timisoara,48
11963,Timis,Dragoiesti,Lugoj,0
11964,Timis,Dragomiresti,Lugoj,25
11965,Timis,Dragsina,Timisoara,0
11966,Timis,Dragsinesti,Lugoj,45
11967,Timis,Drinova,Lugoj,25
11968,Timis,Dubesti,Lugoj,40
11969,Timis,Duboz,Timisoara,41
11970,Timis,Dudestii Noi,Timisoara,0
11971,Timis,Dudestii Vechi,Timisoara,76
11972,Timis,Dumbrava,Lugoj,35
11973,Timis,Dumbravita,Timisoara,0
11974,Timis,Fadimac,Lugoj,27
11975,Timis,Faget,Lugoj,35
11976,Timis,Farasesti,Lugoj,59
11977,Timis,Fardea,Lugoj,45
11978,Timis,Ferendia,Timisoara,73
11979,Timis,Fibis,Timisoara,30
11980,Timis,Ficatar,Lugoj,25
11981,Timis,Foeni,Timisoara,43
11982,Timis,Folea,Timisoara,35
11983,Timis,Gad,Timisoara,55
11984,Timis,Gaiu Mic,Timisoara,63
11985,Timis,Gataia,Timisoara,55
11986,Timis,Gavojdia,Lugoj,0
11987,Timis,Gelu,Timisoara,33
11988,Timis,Gherman,Timisoara,68
11989,Timis,Ghilad,Timisoara,42
11990,Timis,Ghiroda,Timisoara,0
11991,Timis,Ghizela,Lugoj,30
11992,Timis,Giarmata,Timisoara,0
11993,Timis,Giarmata-Vii,Timisoara,0
11994,Timis,Giera,Timisoara,59
11995,Timis,Giroc,Timisoara,0
11996,Timis,Giulvaz,Timisoara,32
11997,Timis,Gladna Montana,Lugoj,50
11998,Timis,Gladna Romana,Lugoj,51
11999,Timis,Gottlob,Timisoara,52
12000,Timis,Grabat,Timisoara,50
12001,Timis,Granicerii,Timisoara,51
12002,Timis,Grosi,Lugoj,50
12003,Timis,Gruni,Lugoj,20
12004,Timis,Hauzesti,Lugoj,40
12005,Timis,Herendesti,Lugoj,0
12006,Timis,Herneacova,Timisoara,31
12007,Timis,Hezeris,Lugoj,0
12008,Timis,Hisias,Lugoj,30
12009,Timis,Hitias,Lugoj,30
12010,Timis,Hodoni,Timisoara,30
12011,Timis,Hodos (Brestovat),Timisoara,49
12012,Timis,Hodos (Darova),Lugoj,0
12013,Timis,Homojdia,Lugoj,55
12014,Timis,Honorici,Lugoj,0
12015,Timis,Ianova,Timisoara,0
12016,Timis,Icloda,Timisoara,25
12017,Timis,Ictar-Budinti,Lugoj,25
12018,Timis,Iecea Mare,Timisoara,39
12019,Timis,Iecea Mica,Timisoara,34
12020,Timis,Iersnic,Lugoj,28
12021,Timis,Igris,Timisoara,65
12022,Timis,Iohanisfeld,Timisoara,40
12023,Timis,Iosif,Timisoara,31
12024,Timis,Iosifalau,Lugoj,21
12025,Timis,Ivanda,Timisoara,40
12026,Timis,Izvin,Timisoara,0
12027,Timis,Jabar,Lugoj,0
12028,Timis,Jamu Mare,Timisoara,73
12029,Timis,Jdioara,Lugoj,22
12030,Timis,Jebel,Timisoara,0
12031,Timis,Jena,Lugoj,21
12032,Timis,Jimbolia,Timisoara,44
12033,Timis,Jupanesti,Lugoj,50
12034,Timis,Jupani,Lugoj,25
12035,Timis,Juresti,Lugoj,20
12036,Timis,Lapusnic,Lugoj,35
12037,Timis,Latunas,Timisoara,80
12038,Timis,Lenauheim,Timisoara,46
12039,Timis,Leucusesti,Lugoj,30
12040,Timis,Liebling,Timisoara,35
12041,Timis,Livezile,Timisoara,59
12042,Timis,Lovrin,Timisoara,46
12043,Timis,Lucaret,Timisoara,42
12044,Timis,Lugoj,Lugoj,0
12045,Timis,Lugojel,Lugoj,0
12046,Timis,Luncanii de Jos,Lugoj,70
12047,Timis,Luncanii de Sus,Lugoj,75
12048,Timis,Lunga,Timisoara,62
12049,Timis,Macedonia,Timisoara,40
12050,Timis,Maguri,Lugoj,0
12051,Timis,Manastire,Timisoara,49
12052,Timis,Manastiur,Lugoj,30
12053,Timis,Margina,Lugoj,47
12054,Timis,Masloc,Timisoara,35
12055,Timis,Matnicu Mic,Lugoj,45
12056,Timis,Moravita,Timisoara,60
12057,Timis,Mosnita Noua,Timisoara,0
12058,Timis,Mosnita Veche,Timisoara,0
12059,Timis,Murani,Timisoara,0
12060,Timis,Nadas,Timisoara,38
12061,Timis,Nadrag,Lugoj,48
12062,Timis,Nemesesti,Lugoj,50
12063,Timis,Nerau,Timisoara,75
12064,Timis,Nevrincea,Lugoj,25
12065,Timis,Nitchidorf,Timisoara,37
12066,Timis,Obad,Timisoara,30
12067,Timis,Ofsenita,Timisoara,54
12068,Timis,Ohaba Lunga,Lugoj,40
12069,Timis,Ohaba Romana,Lugoj,40
12070,Timis,Ohaba-Forgaci,Lugoj,20
12071,Timis,Olosag,Lugoj,18
12072,Timis,Opatita,Timisoara,46
12073,Timis,Ortisoara,Timisoara,0
12074,Timis,Otelec,Timisoara,44
12075,Timis,Otvesti,Timisoara,25
12076,Timis,Padurani,Lugoj,20
12077,Timis,Padureni (Jebel),Timisoara,0
12078,Timis,Padureni (Victor Vlad Delamarina),Lugoj,20
12079,Timis,Paniova,Lugoj,35
12080,Timis,Parta,Timisoara,0
12081,Timis,Partos,Timisoara,58
12082,Timis,Paru,Lugoj,0
12083,Timis,Peciu Nou,Timisoara,0
12084,Timis,Percosova,Timisoara,61
12085,Timis,Periam,Timisoara,55
12086,Timis,Pesac,Timisoara,48
12087,Timis,Petroasa Mare,Lugoj,36
12088,Timis,Petroman,Timisoara,37
12089,Timis,Petrovaselo,Timisoara,30
12090,Timis,Pietroasa,Lugoj,65
12091,Timis,Pini,Lugoj,0
12092,Timis,Pischia,Timisoara,0
12093,Timis,Poganesti,Lugoj,20
12094,Timis,Poieni,Lugoj,79
12095,Timis,Pordeanu,Timisoara,86
12096,Timis,Povargina,Lugoj,48
12097,Timis,Pustinis,Timisoara,45
12098,Timis,Rachita,Lugoj,33
12099,Timis,Racovita,Lugoj,36
12100,Timis,Radmanesti,Lugoj,45
12101,Timis,Rauti,Timisoara,40
12102,Timis,Recas,Timisoara,0
12103,Timis,Remetea Mare,Timisoara,0
12104,Timis,Remetea Mica,Timisoara,40
12105,Timis,Remetea-Lunca,Lugoj,40
12106,Timis,Romanesti,Lugoj,54
12107,Timis,Rovinita Mare,Timisoara,52
12108,Timis,Rovinita Mica,Timisoara,57
12109,Timis,Rudicica,Timisoara,0
12110,Timis,Rudna,Timisoara,38
12111,Timis,Sacalaz,Timisoara,0
12112,Timis,Saceni,Lugoj,20
12113,Timis,Sacosu Mare,Lugoj,28
12114,Timis,Sacosu Turcesc,Timisoara,0
12115,Timis,Sag,Timisoara,0
12116,Timis,Salbagel,Lugoj,20
12117,Timis,Salciua Noua,Timisoara,37
12118,Timis,Sanandrei,Timisoara,0
12119,Timis,Sandra,Timisoara,34
12120,Timis,Sangeorge,Timisoara,50
12121,Timis,Sanmartinu Maghiar,Timisoara,40
12122,Timis,Sanmartinu Sarbesc,Timisoara,30
12123,Timis,Sanmihaiu German,Timisoara,0
12124,Timis,Sanmihaiu Roman,Timisoara,0
12125,Timis,Sannicolau Mare,Timisoara,0
12126,Timis,Sanovita,Lugoj,25
12127,Timis,Sanpetru Mare,Timisoara,57
12128,Timis,Sanpetru Mic,Timisoara,37
12129,Timis,Saravale,Timisoara,60
12130,Timis,Sarazani,Lugoj,20
12131,Timis,Sarbova,Lugoj,32
12132,Timis,Satchinez,Timisoara,32
12133,Timis,Sculia,Timisoara,55
12134,Timis,Secas,Lugoj,40
12135,Timis,Seceani,Timisoara,35
12136,Timis,Semlacu Mare,Timisoara,65
12137,Timis,Semlacu Mic,Timisoara,65
12138,Timis,Silagiu,Lugoj,30
12139,Timis,Sinersig,Lugoj,18
12140,Timis,Sintar,Timisoara,50
12141,Timis,Sintesti,Lugoj,45
12142,Timis,Sipet,Timisoara,45
12143,Timis,Soca,Timisoara,53
12144,Timis,Spata,Lugoj,45
12145,Timis,Stamora Germana,Timisoara,58
12146,Timis,Stamora Romana,Timisoara,28
12147,Timis,Stanciova,Timisoara,35
12148,Timis,Stiuca,Lugoj,25
12149,Timis,Sudrias,Lugoj,21
12150,Timis,Surducu Mic,Lugoj,24
12151,Timis,Susani,Lugoj,25
12152,Timis,Sustra,Timisoara,29
12153,Timis,Tapia,Lugoj,0
12154,Timis,Targoviste,Lugoj,25
12155,Timis,Temeresti,Lugoj,40
12156,Timis,Teremia Mare,Timisoara,70
12157,Timis,Teremia Mica,Timisoara,74
12158,Timis,Tes,Timisoara,44
12159,Timis,Timisoara,Timisoara,0
12160,Timis,Tipari,Lugoj,0
12161,Timis,Toager,Timisoara,57
12162,Timis,Tomesti,Lugoj,60
12163,Timis,Tomnatic,Timisoara,56
12164,Timis,Topla,Lugoj,45
12165,Timis,Topolovatu Mare,Timisoara,33
12166,Timis,Topolovatu Mic,Lugoj,45
12167,Timis,Tormac,Timisoara,38
12168,Timis,Traian Vuia,Lugoj,25
12169,Timis,Uihei,Timisoara,38
12170,Timis,Uivar,Timisoara,42
12171,Timis,Uliuc,Timisoara,0
12172,Timis,Unip,Timisoara,0
12173,Timis,Urseni,Timisoara,0
12174,Timis,Utvin,Timisoara,0
12175,Timis,Valcani,Timisoara,84
12176,Timis,Valea Lunga Romana,Lugoj,0
12177,Timis,Varias,Timisoara,40
12178,Timis,Victor Vlad Delamarina,Lugoj,0
12179,Timis,Visag,Lugoj,25
12180,Timis,Vizejdia,Timisoara,57
12181,Timis,Vizma,Lugoj,45
12182,Timis,Voiteg,Timisoara,35
12183,Timis,Vucova,Timisoara,30
12184,Timis,Zgribesti,Lugoj,27
12185,Timis,Zolt,Lugoj,55
12186,Timis,Zorani,Lugoj,44
12187,Tulcea,Agighiol,Tulcea,0
12188,Tulcea,Alba,Tulcea,35
12189,Tulcea,Ardealu,Tulcea,70
12190,Tulcea,Atmagea,Tulcea,45
12191,Tulcea,Babadag,Tulcea,35
12192,Tulcea,Baia,Tulcea,55
12193,Tulcea,Balabancea,Tulcea,45
12194,Tulcea,Baltenii de Jos,Tulcea,45
12195,Tulcea,Baltenii de Sus,Tulcea,20
12196,Tulcea,Beidaud,Tulcea,65
12197,Tulcea,Bestepe,Tulcea,27
12198,Tulcea,C.A. Rosetti,Tulcea,100
12199,Tulcea,Calfa,Tulcea,65
12200,Tulcea,Camena,Tulcea,60
12201,Tulcea,Caprioara,Tulcea,50
12202,Tulcea,Caraorman,Tulcea,50
12203,Tulcea,Carcaliu,Tulcea,85
12204,Tulcea,Cardon,Tulcea,80
12205,Tulcea,Carjelari,Tulcea,75
12206,Tulcea,Casimcea,Tulcea,85
12207,Tulcea,Caslita,Tulcea,0
12208,Tulcea,Cataloi,Tulcea,0
12209,Tulcea,Caugagia,Tulcea,55
12210,Tulcea,Ceamurlia de Jos,Tulcea,55
12211,Tulcea,Ceamurlia de Sus,Tulcea,60
12212,Tulcea,Ceatalchioi,Tulcea,40
12213,Tulcea,Cerbu,Tulcea,65
12214,Tulcea,Cerna,Tulcea,55
12215,Tulcea,Chilia Veche,Tulcea,80
12216,Tulcea,Cismeaua Noua,Tulcea,70
12217,Tulcea,Ciucurova,Tulcea,45
12218,Tulcea,Closca,Tulcea,40
12219,Tulcea,Colina,Tulcea,35
12220,Tulcea,Corugea,Tulcea,80
12221,Tulcea,Crisan,Tulcea,40
12222,Tulcea,Daeni,Tulcea,80
12223,Tulcea,Dorobantu,Tulcea,70
12224,Tulcea,Dunavatu de Jos,Tulcea,50
12225,Tulcea,Dunavatu de Sus,Tulcea,45
12226,Tulcea,Enisala,Tulcea,40
12227,Tulcea,Fagarasu Nou,Tulcea,65
12228,Tulcea,Fantana Mare,Tulcea,50
12229,Tulcea,Fantana Oilor,Tulcea,75
12230,Tulcea,Floresti,Tulcea,40
12231,Tulcea,Frecatei,Tulcea,0
12232,Tulcea,Garvan,Tulcea,65
12233,Tulcea,General Praporgescu,Tulcea,45
12234,Tulcea,Gorgova,Tulcea,60
12235,Tulcea,Greci,Tulcea,70
12236,Tulcea,Grindu,Tulcea,82
12237,Tulcea,Haidar,Tulcea,70
12238,Tulcea,Hamcearca,Tulcea,50
12239,Tulcea,Horia,Tulcea,40
12240,Tulcea,I.C. Bratianu,Tulcea,80
12241,Tulcea,Iazurile,Tulcea,25
12242,Tulcea,Ilganii de Jos,Tulcea,45
12243,Tulcea,Ilganii de Sus,Tulcea,40
12244,Tulcea,Isaccea,Tulcea,40
12245,Tulcea,Iulia,Tulcea,35
12246,Tulcea,Izvoarele,Tulcea,30
12247,Tulcea,Jijila,Tulcea,70
12248,Tulcea,Jurilovca,Tulcea,55
12249,Tulcea,Lastuni,Tulcea,20
12250,Tulcea,Letea,Tulcea,120
12251,Tulcea,Luminita,Tulcea,60
12252,Tulcea,Lunca,Tulcea,60
12253,Tulcea,Luncavita,Tulcea,55
12254,Tulcea,Macin,Tulcea,80
12255,Tulcea,Magurele,Tulcea,70
12256,Tulcea,Mahmudia,Tulcea,30
12257,Tulcea,Malcoci,Tulcea,0
12258,Tulcea,Maliuc,Tulcea,30
12259,Tulcea,Mesteru,Tulcea,65
12260,Tulcea,Mihai Bravu,Tulcea,40
12261,Tulcea,Mihail Kogalniceanu,Tulcea,0
12262,Tulcea,Mila 23,Tulcea,40
12263,Tulcea,Mina Altan Tepe,Tulcea,65
12264,Tulcea,Mineri,Tulcea,0
12265,Tulcea,Mircea Voda,Tulcea,50
12266,Tulcea,Murighiol,Tulcea,40
12267,Tulcea,Nalbant,Tulcea,0
12268,Tulcea,Neatarnarea,Tulcea,70
